"","x"
"2140","2"
"2141","0"
"2142","1"
"2143","0"
"2144","1"
"2145","4"
"2146","1"
"2147","0"
"2148","2"
"2149","0"
"2150","2"
"2151","2"
"2152","0"
"2153","11"
"2154","5"
"2155","0"
"2156","0"
"2157","2"
"2158","0"
"2159","1"
"2160","1"
"2161","6"
"2162","0"
"2163","0"
"2164","0"
"2165","1"
"2166","0"
"2167","5"
"2168","0"
"2169","1"
"2170","4"
"2171","0"
"2172","2"
"2173","2"
"2174","4"
"2175","3"
"2176","0"
"2177","2"
"2178","0"
"2179","2"
"2180","7"
"2181","0"
"2182","7"
"2183","0"
"2184","0"
"2185","4"
"2186","3"
"2187","4"
"2188","5"
"2189","2"
"2190","1"
"2191","4"
"2192","0"
"2193","1"
"2194","4"
"2195","4"
"2196","1"
"2197","3"
"2198","1"
"2199","3"
"2200","0"
"2201","4"
"2202","1"
"2203","3"
"2204","0"
"2205","3"
"2206","3"
"2207","1"
"2208","1"
"2209","5"
"2210","0"
"2211","6"
"2212","0"
"2213","3"
"2214","2"
"2215","4"
"2216","4"
"2217","2"
"2218","2"
"2219","1"
"2220","11"
"2221","9"
"2222","5"
"2223","0"
"2224","3"
"2225","1"
"2226","1"
"2227","0"
"2228","4"
"2229","0"
"2230","12"
"2231","0"
"2232","7"
"2233","0"
"2234","3"
"2235","1"
"2236","1"
"2237","1"
"2238","7"
"2239","2"
"2240","0"
"2241","0"
"2242","3"
"2243","3"
"2244","0"
"2245","2"
"2246","8"
"2247","9"
"2248","5"
"2249","11"
"2250","1"
"2251","2"
"2252","2"
"2253","4"
"2254","1"
"2255","11"
"2256","1"
"2257","1"
"2258","5"
"2259","12"
"2260","5"
"2261","4"
"2262","0"
"2263","4"
"2264","4"
"2265","2"
"2266","5"
"2267","3"
"2268","2"
"2269","1"
"2270","0"
"2271","0"
"2272","2"
"2273","1"
"2274","10"
"2275","4"
"2276","5"
"2277","1"
"2278","1"
"2279","0"
"2280","1"
"2281","0"
"2282","0"
"2283","1"
"2284","5"
"2285","6"
"2286","5"
"2287","0"
"2288","0"
"2289","4"
"2290","2"
"2291","0"
"2292","5"
"2293","4"
"2294","3"
"2295","0"
"2296","0"
"2297","1"
"2298","4"
"2299","3"
"2300","0"
"2301","0"
"2302","0"
"2303","3"
"2304","0"
"2305","12"
"2306","0"
"2307","5"
"2308","1"
"2309","3"
"2310","4"
"2311","1"
"2312","1"
"2313","0"
"2314","0"
"2315","1"
"2316","0"
"2317","4"
"2318","0"
"2319","0"
"2320","6"
"2321","0"
"2322","4"
"2323","0"
"2324","5"
"2325","9"
"2326","1"
"2327","4"
"2328","0"
"2329","3"
"2330","4"
"2331","2"
"2332","2"
"2333","2"
"2334","3"
"2335","2"
"2336","1"
"2337","1"
"2338","0"
"2339","3"
"2340","3"
"2341","0"
"2342","3"
"2343","1"
"2344","13"
"2345","2"
"2346","2"
"2347","3"
"2348","2"
"2349","3"
"2350","1"
"2351","1"
"2352","1"
"2353","0"
"2354","0"
"2355","5"
"2356","4"
"2357","2"
"2358","0"
"2359","1"
"2360","0"
"2361","1"
"2362","0"
"2363","3"
"2364","6"
"2365","4"
"2366","4"
"2367","3"
"2368","0"
"2369","5"
"2370","1"
"2371","0"
"2372","4"
"2373","6"
"2374","6"
"2375","2"
"2376","3"
"2377","2"
"2378","4"
"2379","3"
"2380","3"
"2381","1"
"2382","0"
"2383","0"
"2384","1"
"2385","1"
"2386","1"
"2387","3"
"2388","2"
"2389","1"
"2390","2"
"2391","2"
"2392","1"
"2393","0"
"2394","4"
"2395","2"
"2396","4"
"2397","1"
"2398","4"
"2399","3"
"2400","6"
"2401","1"
"2402","3"
"2403","13"
"2404","1"
"2405","3"
"2406","0"
"2407","4"
"2408","2"
"2409","1"
"2410","4"
"2411","3"
"2412","2"
"2413","1"
"2414","1"
"2415","10"
"2416","7"
"2417","1"
"2418","0"
"2419","1"
"2420","1"
"2421","5"
"2422","2"
"2423","4"
"2424","3"
"2425","2"
"2426","0"
"2427","3"
"2428","2"
"2429","1"
"2430","3"
"2431","3"
"2432","0"
"2433","0"
"2434","2"
"2435","2"
"2436","1"
"2437","12"
"2438","0"
"2439","2"
"2440","3"
"2441","11"
"2442","1"
"2443","0"
"2444","1"
"2445","3"
"2446","1"
"2447","1"
"2448","4"
"2449","0"
"2450","1"
"2451","0"
"2452","10"
"2453","1"
"2454","1"
"2455","1"
"2456","1"
"2457","3"
"2458","0"
"2459","2"
"2460","1"
"2461","3"
"2462","6"
"2463","3"
"2464","1"
"2465","4"
"2466","2"
"2467","6"
"2468","5"
"2469","2"
"2470","2"
"2471","9"
"2472","0"
"2473","0"
"2474","3"
"2475","0"
"2476","0"
"2477","1"
"2478","3"
"2479","5"
"2480","0"
"2481","6"
"2482","3"
"2483","10"
"2484","0"
"2485","1"
"2486","3"
"2487","13"
"2488","4"
"2489","3"
"2490","2"
"2491","2"
"2492","7"
"2493","0"
"2494","6"
"2495","3"
"2496","0"
"2497","1"
"2498","1"
"2499","0"
"2500","0"
"2501","3"
"2502","3"
"2503","1"
"2504","10"
"2505","7"
"2506","1"
"2507","3"
"2508","1"
"2509","7"
"2510","6"
"2511","0"
"2512","3"
"2513","1"
"2514","1"
"2515","4"
"2516","1"
"2517","0"
"2518","0"
"2519","0"
"2520","1"
"2521","13"
"2522","5"
"2523","1"
"2524","11"
"2525","1"
"2526","0"
"2527","3"
"2528","4"
"2529","0"
"2530","0"
"2531","1"
"2532","1"
"2533","1"
"2534","3"
"2535","3"
"2536","8"
"2537","0"
"2538","0"
"2539","1"
"2540","0"
"2541","10"
"2542","6"
"2543","4"
"2544","0"
"2545","3"
"2546","1"
"2547","1"
"2548","1"
"2549","2"
"2550","2"
"2551","3"
"2552","2"
"2553","8"
"2554","0"
"2555","3"
"2556","5"
"2557","0"
"2558","2"
"2559","3"
"2560","0"
"2561","0"
"2562","1"
"2563","1"
"2564","6"
"2565","0"
"2566","1"
"2567","3"
"2568","0"
"2569","3"
"2570","8"
"2571","3"
"2572","1"
"2573","0"
"2574","3"
"2575","2"
"2576","5"
"2577","9"
"2578","0"
"2579","1"
"2580","0"
"2581","3"
"2582","8"
"2583","5"
"2584","0"
"2585","0"
"2586","10"
"2587","4"
"2588","0"
"2589","3"
"2590","5"
"2591","1"
"2592","3"
"2593","2"
"2594","9"
"2595","1"
"2596","3"
"2597","4"
"2598","1"
"2599","5"
"2600","0"
"2601","0"
"2602","0"
"2603","0"
"2604","1"
"2605","1"
"2606","2"
"2607","6"
"2608","1"
"2609","0"
"2610","2"
"2611","1"
"2612","2"
"2613","1"
"2614","0"
"2615","2"
"2616","2"
"2617","1"
"2618","3"
"2619","0"
"2620","9"
"2621","6"
"2622","1"
"2623","0"
"2624","0"
"2625","3"
"2626","1"
"2627","2"
"2628","0"
"2629","3"
"2630","1"
"2631","8"
"2632","0"
"2633","0"
"2634","6"
"2635","1"
"2636","9"
"2637","8"
"2638","0"
"2639","1"
"2640","3"
"2641","1"
"2642","0"
"2643","3"
"2644","12"
"2645","3"
"2646","0"
"2647","0"
"2648","3"
"2649","0"
"2650","8"
"2651","0"
"2652","1"
"2653","3"
"2654","8"
"2655","7"
"2656","9"
"2657","0"
"2658","0"
"2659","0"
"2660","3"
"2661","3"
"2662","1"
"2663","3"
"2664","4"
"2665","6"
"2666","7"
"2667","0"
"2668","0"
"2669","1"
"2670","5"
"2671","1"
"2672","1"
"2673","0"
"2674","0"
"2675","2"
"2676","1"
"2677","3"
"2678","0"
"2679","3"
"2680","1"
"2681","10"
"2682","1"
"2683","0"
"2684","3"
"2685","1"
"2686","3"
"2687","3"
"2688","1"
"2689","2"
"2690","3"
"2691","5"
"2692","0"
"2693","0"
"2694","5"
"2695","0"
"2696","8"
"2697","1"
"2698","1"
"2699","4"
"2700","10"
"2701","3"
"2702","0"
"2703","8"
"2704","2"
"2705","2"
"2706","3"
"2707","7"
"2708","1"
"2709","1"
"2710","2"
"2711","3"
"2712","8"
"2713","0"
"2714","3"
"2715","3"
"2716","2"
"2717","2"
"2718","3"
"2719","0"
"2720","2"
"2721","3"
"2722","0"
"2723","1"
"2724","1"
"2725","4"
"2726","1"
"2727","3"
"2728","1"
"2729","8"
"2730","0"
"2731","0"
"2732","0"
"2733","0"
"2734","0"
"2735","1"
"2736","2"
"2737","1"
"2738","2"
"2739","5"
"2740","1"
"2741","4"
"2742","2"
"2743","0"
"2744","0"
"2745","7"
"2746","2"
"2747","0"
"2748","1"
"2749","2"
"2750","0"
"2751","5"
"2752","5"
"2753","0"
"2754","0"
"2755","0"
"2756","1"
"2757","0"
"2758","0"
"2759","5"
"2760","1"
"2761","11"
"2762","5"
"2763","5"
"2764","1"
"2765","2"
"2766","0"
"2767","1"
"2768","2"
"2769","3"
"2770","1"
"2771","2"
"2772","1"
"2773","4"
"2774","2"
"2775","0"
"2776","5"
"2777","3"
"2778","1"
"2779","11"
"2780","1"
"2781","2"
"2782","0"
"2783","3"
"2784","6"
"2785","5"
"2786","1"
"2787","1"
"2788","2"
"2789","5"
"2790","0"
"2791","11"
"2792","0"
"2793","12"
"2794","0"
"2795","0"
"2796","3"
"2797","2"
"2798","1"
"2799","1"
"2800","1"
"2801","2"
"2802","0"
"2803","2"
"2804","2"
"2805","4"
"2806","1"
"2807","2"
"2808","2"
"2809","6"
"2810","2"
"2811","4"
"2812","0"
"2813","4"
"2814","1"
"2815","5"
"2816","2"
"2817","1"
"2818","0"
"2819","6"
"2820","2"
"2821","9"
"2822","2"
"2823","0"
"2824","5"
"2825","0"
"2826","3"
"2827","9"
"2828","2"
"2829","0"
"2830","7"
"2831","2"
"2832","0"
"2833","6"
"2834","6"
"2835","0"
"2836","1"
"2837","0"
"2838","2"
"2839","5"
"2840","0"
"2841","4"
"2842","2"
"2843","0"
"2844","0"
"2845","1"
"2846","2"
"2847","0"
"2848","0"
"2849","0"
"2850","4"
"2851","0"
"2852","0"
"2853","2"
"2854","0"
"2855","0"
"2856","2"
"2857","0"
"2858","1"
"2859","2"
"2860","1"
"2861","1"
"2862","3"
"2863","2"
"2864","0"
"2865","4"
"2866","0"
"2867","5"
"2868","1"
"2869","0"
"2870","4"
"2871","6"
"2872","0"
"2873","12"
"2874","0"
"2875","2"
"2876","3"
"2877","12"
"2878","4"
"2879","0"
"2880","0"
"2881","0"
"2882","1"
"2883","2"
"2884","0"
"2885","2"
"2886","4"
"2887","1"
"2888","2"
"2889","3"
"2890","4"
"2891","0"
"2892","11"
"2893","0"
"2894","0"
"2895","1"
"2896","4"
"2897","2"
"2898","0"
"2899","4"
"2900","2"
"2901","0"
"2902","1"
"2903","0"
"2904","4"
"2905","2"
"2906","2"
"2907","0"
"2908","1"
"2909","1"
"2910","1"
"2911","2"
"2912","3"
"2913","1"
"2914","0"
"2915","0"
"2916","1"
"2917","2"
"2918","0"
"2919","1"
"2920","0"
"2921","3"
"2922","0"
"2923","5"
"2924","4"
"2925","2"
"2926","6"
"2927","0"
"2928","3"
"2929","1"
"2930","2"
"2931","0"
"2932","4"
"2933","10"
"2934","5"
"2935","0"
"2936","2"
"2937","9"
"2938","2"
"2939","1"
"2940","2"
"2941","6"
"2942","3"
"2943","5"
"2944","4"
"2945","1"
"2946","1"
"2947","1"
"2948","2"
"2949","0"
"2950","1"
"2951","0"
"2952","2"
"2953","1"
"2954","3"
"2955","1"
"2956","2"
"2957","1"
"2958","2"
"2959","3"
"2960","0"
"2961","0"
"2962","3"
"2963","0"
"2964","1"
"2965","3"
"2966","1"
"2967","0"
"2968","6"
"2969","0"
"2970","0"
"2971","1"
"2972","1"
"2973","1"
"2974","0"
"2975","0"
"2976","2"
"2977","2"
"2978","0"
"2979","0"
"2980","3"
"2981","0"
"2982","4"
"2983","0"
"2984","0"
"2985","1"
"2986","0"
"2987","1"
"2988","0"
"2989","0"
"2990","0"
"2991","3"
"2992","9"
"2993","3"
"2994","3"
"2995","0"
"2996","1"
"2997","9"
"2998","3"
"2999","3"
"3000","1"
"3001","3"
"3002","5"
"3003","0"
"3004","0"
"3005","0"
"3006","0"
"3007","11"
"3008","4"
"3009","13"
"3010","3"
"3011","1"
"3012","1"
"3013","1"
"3014","10"
"3015","1"
"3016","13"
"3017","1"
"3018","0"
"3019","4"
"3020","6"
"3021","11"
"3022","1"
"3023","0"
"3024","0"
"3025","1"
"3026","2"
"3027","11"
"3028","1"
"3029","1"
"3030","10"
"3031","0"
"3032","9"
"3033","1"
"3034","0"
"3035","2"
"3036","3"
"3037","0"
"3038","0"
"3039","9"
"3040","1"
"3041","2"
"3042","0"
"3043","3"
"3044","2"
"3045","0"
"3046","0"
"3047","0"
"3048","1"
"3049","7"
"3050","1"
"3051","0"
"3052","0"
"3053","2"
"3054","0"
"3055","1"
"3056","5"
"3057","8"
"3058","2"
"3059","0"
"3060","0"
"3061","2"
"3062","3"
"3063","1"
"3064","1"
"3065","4"
"3066","0"
"3067","2"
"3068","3"
"3069","0"
"3070","1"
"3071","0"
"3072","9"
"3073","3"
"3074","0"
"3075","0"
"3076","3"
"3077","0"
"3078","3"
"3079","3"
"3080","3"
"3081","3"
"3082","0"
"3083","0"
"3084","0"
"3085","0"
"3086","4"
"3087","4"
"3088","1"
"3089","3"
"3090","0"
"3091","0"
"3092","0"
"3093","3"
"3094","1"
"3095","0"
"3096","2"
"3097","4"
"3098","12"
"3099","6"
"3100","3"
"3101","5"
"3102","10"
"3103","3"
"3104","3"
"3105","0"
"3106","2"
"3107","3"
"3108","3"
"3109","1"
"3110","0"
"3111","4"
"3112","3"
"3113","0"
"3114","0"
"3115","3"
"3116","1"
"3117","3"
"3118","3"
"3119","0"
"3120","0"
"3121","3"
"3122","2"
"3123","1"
"3124","1"
"3125","1"
"3126","0"
"3127","0"
"3128","2"
"3129","5"
"3130","9"
"3131","2"
"3132","1"
"3133","1"
"3134","0"
"3135","2"
"3136","1"
"3137","1"
"3138","0"
"3139","12"
"3140","0"
"3141","4"
"3142","1"
"3143","0"
"3144","1"
"3145","1"
"3146","1"
"3147","9"
"3148","1"
"3149","1"
"3150","0"
"3151","3"
"3152","4"
"3153","2"
"3154","0"
"3155","3"
"3156","1"
"3157","0"
"3158","1"
"3159","1"
"3160","1"
"3161","9"
"3162","0"
"3163","0"
"3164","2"
"3165","1"
"3166","3"
"3167","0"
"3168","1"
"3169","2"
"3170","0"
"3171","2"
"3172","3"
"3173","0"
"3174","3"
"3175","2"
"3176","0"
"3177","1"
"3178","0"
"3179","8"
"3180","7"
"3181","0"
"3182","0"
"3183","0"
"3184","10"
"3185","1"
"3186","0"
"3187","1"
"3188","4"
"3189","0"
"3190","2"
"3191","1"
"3192","1"
"3193","0"
"3194","1"
"3195","3"
"3196","7"
"3197","4"
"3198","8"
"3199","1"
"3200","1"
"3201","4"
"3202","2"
"3203","0"
"3204","0"
"3205","0"
"3206","7"
"3207","0"
"3208","1"
"3209","2"
"3210","0"
"3211","3"
"3212","3"
"3213","1"
"3214","4"
"3215","4"
"3216","0"
"3217","0"
"3218","9"
"3219","3"
"3220","1"
"3221","0"
"3222","1"
"3223","0"
"3224","4"
"3225","1"
"3226","1"
"3227","3"
"3228","4"
"3229","1"
"3230","1"
"3231","3"
"3232","9"
"3233","0"
"3234","3"
"3235","0"
"3236","0"
"3237","0"
"3238","1"
"3239","1"
"3240","2"
"3241","2"
"3242","0"
"3243","2"
"3244","2"
"3245","3"
"3246","2"
"3247","1"
"3248","1"
"3249","0"
"3250","2"
"3251","3"
"3252","1"
"3253","7"
"3254","9"
"3255","0"
"3256","9"
"3257","5"
"3258","1"
"3259","1"
"3260","1"
"3261","1"
"3262","0"
"3263","4"
"3264","8"
"3265","5"
"3266","1"
"3267","1"
"3268","8"
"3269","0"
"3270","0"
"3271","0"
"3272","1"
"3273","8"
"3274","1"
"3275","3"
"3276","4"
"3277","2"
"3278","3"
"3279","0"
"3280","0"
"3281","12"
"3282","0"
"3283","2"
"3284","1"
"3285","3"
"3286","6"
"3287","0"
"3288","2"
"3289","1"
"3290","2"
"3291","4"
"3292","2"
"3293","4"
"3294","0"
"3295","1"
"3296","3"
"3297","3"
"3298","1"
"3299","1"
"3300","1"
"3301","1"
"3302","0"
"3303","0"
"3304","11"
"3305","2"
"3306","0"
"3307","0"
"3308","0"
"3309","11"
"3310","11"
"3311","0"
"3312","0"
"3313","4"
"3314","1"
"3315","0"
"3316","1"
"3317","6"
"3318","0"
"3319","4"
"3320","4"
"3321","4"
"3322","3"
"3323","2"
"3324","3"
"3325","1"
"3326","2"
"3327","3"
"3328","1"
"3329","3"
"3330","0"
"3331","4"
"3332","2"
"3333","0"
"3334","7"
"3335","9"
"3336","2"
"3337","2"
"3338","4"
"3339","2"
"3340","11"
"3341","0"
"3342","0"
"3343","7"
"3344","2"
"3345","2"
"3346","10"
"3347","6"
"3348","1"
"3349","5"
"3350","0"
"3351","1"
"3352","0"
"3353","2"
"3354","1"
"3355","3"
"3356","0"
"3357","4"
"3358","5"
"3359","3"
"3360","0"
"3361","0"
"3362","0"
"3363","2"
"3364","4"
"3365","2"
"3366","3"
"3367","2"
"3368","11"
"3369","10"
"3370","0"
"3371","1"
"3372","0"
"3373","4"
"3374","0"
"3375","2"
"3376","1"
"3377","5"
"3378","2"
"3379","5"
"3380","5"
"3381","3"
"3382","9"
"3383","4"
"3384","1"
"3385","0"
"3386","0"
"3387","0"
"3388","1"
"3389","2"
"3390","4"
"3391","1"
"3392","1"
"3393","4"
"3394","6"
"3395","2"
"3396","1"
"3397","12"
"3398","4"
"3399","2"
"3400","11"
"3401","2"
"3402","5"
"3403","2"
"3404","0"
"3405","1"
"3406","4"
"3407","0"
"3408","4"
"3409","3"
"3410","4"
"3411","2"
"3412","2"
"3413","2"
"3414","0"
"3415","5"
"3416","1"
"3417","0"
"3418","1"
"3419","0"
"3420","1"
"3421","4"
"3422","4"
"3423","0"
"3424","9"
"3425","2"
"3426","0"
"3427","2"
"3428","10"
"3429","1"
"3430","0"
"3431","6"
"3432","9"
"3433","13"
"3434","3"
"3435","2"
"3436","0"
"3437","4"
"3438","3"
"3439","1"
"3440","0"
"3441","0"
"3442","8"
"3443","1"
"3444","0"
"3445","0"
"3446","0"
"3447","1"
"3448","2"
"3449","2"
"3450","10"
"3451","4"
"3452","9"
"3453","0"
"3454","2"
"3455","2"
"3456","0"
"3457","0"
"3458","0"
"3459","2"
"3460","0"
"3461","1"
"3462","8"
"3463","2"
"3464","6"
"3465","2"
"3466","5"
"3467","8"
"3468","9"
"3469","1"
"3470","0"
"3471","0"
"3472","2"
"3473","3"
"3474","0"
"3475","2"
"3476","13"
"3477","4"
"3478","2"
"3479","2"
"3480","2"
"3481","6"
"3482","1"
"3483","1"
"3484","3"
"3485","3"
"3486","1"
"3487","1"
"3488","5"
"3489","5"
"3490","0"
"3491","0"
"3492","0"
"3493","1"
"3494","2"
"3495","7"
"3496","0"
"3497","0"
"3498","0"
"3499","1"
"3500","5"
"3501","0"
"3502","4"
"3503","1"
"3504","9"
"3505","3"
"3506","5"
"3507","2"
"3508","2"
"3509","3"
"3510","1"
"3511","4"
"3512","4"
"3513","9"
"3514","2"
"3515","0"
"3516","2"
"3517","2"
"3518","0"
"3519","1"
"3520","0"
"3521","0"
"3522","1"
"3523","0"
"3524","1"
"3525","0"
"3526","3"
"3527","3"
"3528","5"
"3529","0"
"3530","5"
"3531","0"
"3532","13"
"3533","1"
"3534","2"
"3535","2"
"3536","2"
"3537","0"
"3538","3"
"3539","1"
"3540","1"
"3541","0"
"3542","0"
"3543","0"
"3544","1"
"3545","2"
"3546","2"
"3547","0"
"3548","3"
"3549","5"
"3550","3"
"3551","0"
"3552","7"
"3553","0"
"3554","1"
"3555","0"
"3556","1"
"3557","1"
"3558","3"
"3559","6"
"3560","1"
"3561","7"
"3562","1"
"3563","0"
"3564","2"
"3565","4"
"3566","0"
"3567","0"
"3568","0"
"3569","1"
"3570","5"
"3571","3"
"3572","7"
"3573","3"
"3574","4"
"3575","3"
"3576","2"
"3577","2"
"3578","1"
"3579","0"
"3580","2"
"3581","0"
"3582","2"
"3583","4"
"3584","0"
"3585","2"
"3586","0"
"3587","2"
"3588","4"
"3589","2"
"3590","5"
"3591","0"
"3592","3"
"3593","12"
"3594","0"
"3595","0"
"3596","1"
"3597","0"
"3598","3"
"3599","1"
"3600","2"
"3601","2"
"3602","6"
"3603","0"
"3604","1"
"3605","0"
"3606","0"
"3607","4"
"3608","7"
"3609","2"
"3610","0"
"3611","10"
"3612","2"
"3613","1"
"3614","0"
"3615","5"
"3616","8"
"3617","2"
"3618","0"
"3619","12"
"3620","0"
"3621","4"
"3622","4"
"3623","1"
"3624","5"
"3625","2"
"3626","2"
"3627","8"
"3628","1"
"3629","2"
"3630","1"
"3631","2"
"3632","1"
"3633","3"
"3634","1"
"3635","12"
"3636","2"
"3637","0"
"3638","0"
"3639","12"
"3640","3"
"3641","0"
"3642","3"
"3643","2"
"3644","5"
"3645","1"
"3646","1"
"3647","0"
"3648","1"
"3649","1"
"3650","0"
"3651","1"
"3652","3"
"3653","3"
"3654","7"
"3655","0"
"3656","0"
"3657","1"
"3658","0"
"3659","0"
"3660","0"
"3661","1"
"3662","2"
"3663","1"
"3664","3"
"3665","1"
"3666","3"
"3667","0"
"3668","0"
"3669","3"
"3670","1"
"3671","2"
"3672","1"
"3673","4"
"3674","0"
"3675","1"
"3676","0"
"3677","1"
"3678","3"
"3679","0"
"3680","1"
"3681","0"
"3682","1"
"3683","3"
"3684","1"
"3685","1"
"3686","0"
"3687","0"
"3688","1"
"3689","5"
"3690","0"
"3691","2"
"3692","2"
"3693","1"
"3694","1"
"3695","2"
"3696","5"
"3697","0"
"3698","3"
"3699","4"
"3700","4"
"3701","3"
"3702","2"
"3703","3"
"3704","4"
"3705","1"
"3706","4"
"3707","0"
"3708","5"
"3709","3"
"3710","7"
"3711","1"
"3712","0"
"3713","8"
"3714","0"
"3715","1"
"3716","2"
"3717","0"
"3718","0"
"3719","1"
"3720","3"
"3721","1"
"3722","1"
"3723","0"
"3724","9"
"3725","2"
"3726","1"
"3727","1"
"3728","1"
"3729","0"
"3730","9"
"3731","1"
"3732","2"
"3733","5"
"3734","4"
"3735","5"
"3736","1"
"3737","1"
"3738","0"
"3739","1"
"3740","3"
"3741","2"
"3742","1"
"3743","0"
"3744","2"
"3745","3"
"3746","0"
"3747","2"
"3748","6"
"3749","0"
"3750","13"
"3751","1"
"3752","1"
"3753","1"
"3754","2"
"3755","0"
"3756","3"
"3757","12"
"3758","6"
"3759","0"
"3760","2"
"3761","1"
"3762","6"
"3763","1"
"3764","0"
"3765","6"
"3766","1"
"3767","1"
"3768","2"
"3769","0"
"3770","1"
"3771","0"
"3772","4"
"3773","7"
"3774","1"
"3775","1"
"3776","4"
"3777","1"
"3778","0"
"3779","2"
"3780","3"
"3781","7"
"3782","0"
"3783","0"
"3784","7"
"3785","0"
"3786","9"
"3787","2"
"3788","3"
"3789","1"
"3790","2"
"3791","3"
"3792","10"
"3793","1"
"3794","1"
"3795","0"
"3796","9"
"3797","1"
"3798","1"
"3799","0"
"3800","1"
"3801","1"
"3802","3"
"3803","2"
"3804","8"
"3805","3"
"3806","6"
"3807","1"
"3808","5"
"3809","0"
"3810","2"
"3811","2"
"3812","0"
"3813","3"
"3814","1"
"3815","5"
"3816","3"
"3817","3"
"3818","2"
"3819","5"
"3820","2"
"3821","9"
"3822","3"
"3823","0"
"3824","0"
"3825","2"
"3826","1"
"3827","1"
"3828","10"
"3829","0"
"3830","0"
"3831","2"
"3832","1"
"3833","1"
"3834","2"
"3835","0"
"3836","2"
"3837","1"
"3838","0"
"3839","8"
"3840","2"
"3841","3"
"3842","1"
"3843","0"
"3844","2"
"3845","0"
"3846","0"
"3847","1"
"3848","0"
"3849","1"
"3850","1"
"3851","8"
"3852","0"
"3853","1"
"3854","1"
"3855","3"
"3856","0"
"3857","10"
"3858","1"
"3859","0"
"3860","8"
"3861","7"
"3862","1"
"3863","7"
"3864","3"
"3865","0"
"3866","3"
"3867","1"
"3868","0"
"3869","2"
"3870","1"
"3871","2"
"3872","2"
"3873","2"
"3874","3"
"3875","8"
"3876","1"
"3877","1"
"3878","0"
"3879","0"
"3880","9"
"3881","1"
"3882","1"
"3883","2"
"3884","0"
"3885","0"
"3886","0"
"3887","3"
"3888","3"
"3889","2"
"3890","3"
"3891","2"
"3892","11"
"3893","6"
"3894","1"
"3895","5"
"3896","0"
"3897","2"
"3898","0"
"3899","2"
"3900","3"
"3901","4"
"3902","13"
"3903","0"
"3904","5"
"3905","1"
"3906","7"
"3907","7"
"3908","13"
"3909","2"
"3910","3"
"3911","2"
"3912","8"
"3913","1"
"3914","3"
"3915","1"
"3916","1"
"3917","0"
"3918","3"
"3919","1"
"3920","3"
"3921","3"
"3922","2"
"3923","0"
"3924","1"
"3925","0"
"3926","2"
"3927","0"
"3928","2"
"3929","1"
"3930","1"
"3931","5"
"3932","4"
"3933","1"
"3934","0"
"3935","0"
"3936","8"
"3937","11"
"3938","7"
"3939","0"
"3940","3"
"3941","1"
"3942","1"
"3943","3"
"3944","0"
"3945","2"
"3946","0"
"3947","9"
"3948","2"
"3949","3"
"3950","0"
"3951","2"
"3952","6"
"3953","0"
"3954","5"
"3955","0"
"3956","3"
"3957","0"
"3958","6"
"3959","0"
"3960","2"
"3961","3"
"3962","0"
"3963","0"
"3964","3"
"3965","0"
"3966","0"
"3967","3"
"3968","1"
"3969","1"
"3970","9"
"3971","1"
"3972","0"
"3973","7"
"3974","3"
"3975","0"
"3976","1"
"3977","9"
"3978","8"
"3979","0"
"3980","1"
"3981","9"
"3982","0"
"3983","0"
"3984","6"
"3985","1"
"3986","1"
"3987","3"
"3988","3"
"3989","11"
"3990","8"
"3991","1"
"3992","3"
"3993","8"
"3994","1"
"3995","0"
"3996","0"
"3997","2"
"3998","2"
"3999","0"
"4000","6"
"4001","0"
"4002","1"
"4003","0"
"4004","2"
"4005","5"
"4006","0"
"4007","1"
"4008","8"
"4009","4"
"4010","1"
"4011","0"
"4012","3"
"4013","0"
"4014","4"
"4015","3"
"4016","1"
"4017","10"
"4018","2"
"4019","9"
"4020","12"
"4021","0"
"4022","10"
"4023","1"
"4024","3"
"4025","3"
"4026","0"
"4027","1"
"4028","2"
"4029","1"
"4030","0"
"4031","3"
"4032","13"
"4033","10"
"4034","7"
"4035","3"
"4036","10"
"4037","1"
"4038","6"
"4039","3"
"4040","0"
"4041","1"
"4042","1"
"4043","10"
"4044","4"
"4045","2"
"4046","4"
"4047","1"
"4048","1"
"4049","1"
"4050","1"
"4051","0"
"4052","4"
"4053","2"
"4054","3"
"4055","0"
"4056","1"
"4057","10"
"4058","4"
"4059","0"
"4060","7"
"4061","0"
"4062","3"
"4063","1"
"4064","0"
"4065","8"
"4066","2"
"4067","0"
"4068","2"
"4069","3"
"4070","0"
"4071","7"
"4072","4"
"4073","0"
"4074","2"
"4075","1"
"4076","0"
"4077","1"
"4078","0"
"4079","2"
"4080","1"
"4081","2"
"4082","0"
"4083","10"
"4084","11"
"4085","0"
"4086","5"
"4087","1"
"4088","3"
"4089","2"
"4090","3"
"4091","0"
"4092","2"
"4093","4"
"4094","0"
"4095","0"
"4096","3"
"4097","1"
"4098","4"
"4099","1"
"4100","0"
"4101","1"
"4102","5"
"4103","0"
"4104","2"
"4105","10"
"4106","6"
"4107","1"
"4108","4"
"4109","4"
"4110","2"
"4111","5"
"4112","5"
"4113","8"
"4114","4"
"4115","2"
"4116","0"
"4117","4"
"4118","0"
"4119","1"
"4120","2"
"4121","8"
"4122","1"
"4123","1"
"4124","12"
"4125","2"
"4126","13"
"4127","1"
"4128","4"
"4129","9"
"4130","0"
"4131","0"
"4132","5"
"4133","2"
"4134","2"
"4135","2"
"4136","4"
"4137","2"
"4138","3"
