"","x"
"4139","1"
"4140","1"
"4141","0"
"4142","1"
"4143","0"
"4144","2"
"4145","0"
"4146","6"
"4147","4"
"4148","1"
"4149","1"
"4150","0"
"4151","5"
"4152","4"
"4153","4"
"4154","0"
"4155","12"
"4156","1"
"4157","3"
"4158","1"
"4159","4"
"4160","4"
"4161","2"
"4162","6"
"4163","2"
"4164","1"
"4165","10"
"4166","0"
"4167","4"
"4168","4"
"4169","2"
"4170","1"
"4171","0"
"4172","0"
"4173","5"
"4174","4"
"4175","5"
"4176","0"
"4177","1"
"4178","3"
"4179","3"
"4180","2"
"4181","7"
"4182","0"
"4183","2"
"4184","1"
"4185","12"
"4186","0"
"4187","2"
"4188","0"
"4189","1"
"4190","2"
"4191","2"
"4192","0"
"4193","6"
"4194","0"
"4195","2"
"4196","0"
"4197","1"
"4198","0"
"4199","10"
"4200","6"
"4201","3"
"4202","0"
"4203","3"
"4204","4"
"4205","0"
"4206","2"
"4207","4"
"4208","4"
"4209","0"
"4210","2"
"4211","0"
"4212","3"
"4213","2"
"4214","2"
"4215","0"
"4216","2"
"4217","0"
"4218","10"
"4219","4"
"4220","4"
"4221","0"
"4222","10"
"4223","1"
"4224","6"
"4225","12"
"4226","0"
"4227","0"
"4228","9"
"4229","9"
"4230","2"
"4231","9"
"4232","5"
"4233","2"
"4234","0"
"4235","4"
"4236","5"
"4237","3"
"4238","1"
"4239","4"
"4240","0"
"4241","4"
"4242","1"
"4243","2"
"4244","3"
"4245","1"
"4246","4"
"4247","2"
"4248","3"
"4249","5"
"4250","12"
"4251","1"
"4252","3"
"4253","0"
"4254","3"
"4255","0"
"4256","2"
"4257","1"
"4258","0"
"4259","0"
"4260","2"
"4261","4"
"4262","1"
"4263","1"
"4264","5"
"4265","4"
"4266","2"
"4267","1"
"4268","5"
"4269","1"
"4270","0"
"4271","2"
"4272","1"
"4273","5"
"4274","0"
"4275","0"
"4276","0"
"4277","0"
"4278","0"
"4279","1"
"4280","2"
"4281","0"
"4282","1"
"4283","8"
"4284","9"
"4285","0"
"4286","0"
"4287","0"
"4288","2"
"4289","11"
"4290","0"
"4291","0"
"4292","1"
"4293","0"
"4294","1"
"4295","2"
"4296","11"
"4297","4"
"4298","0"
"4299","5"
"4300","2"
"4301","1"
"4302","2"
"4303","2"
"4304","5"
"4305","0"
"4306","4"
"4307","0"
"4308","2"
"4309","0"
"4310","0"
"4311","2"
"4312","2"
"4313","2"
"4314","11"
"4315","0"
"4316","6"
"4317","2"
"4318","0"
"4319","0"
"4320","2"
"4321","0"
"4322","5"
"4323","9"
"4324","4"
"4325","0"
"4326","0"
"4327","3"
"4328","1"
"4329","0"
"4330","0"
"4331","6"
"4332","2"
"4333","0"
"4334","13"
"4335","1"
"4336","3"
"4337","1"
"4338","1"
"4339","5"
"4340","0"
"4341","1"
"4342","0"
"4343","0"
"4344","0"
"4345","0"
"4346","1"
"4347","9"
"4348","1"
"4349","7"
"4350","2"
"4351","5"
"4352","4"
"4353","3"
"4354","0"
"4355","2"
"4356","2"
"4357","1"
"4358","4"
"4359","4"
"4360","1"
"4361","2"
"4362","9"
"4363","0"
"4364","3"
"4365","0"
"4366","1"
"4367","0"
"4368","5"
"4369","3"
"4370","0"
"4371","2"
"4372","2"
"4373","0"
"4374","6"
"4375","0"
"4376","0"
"4377","3"
"4378","12"
"4379","4"
"4380","0"
"4381","1"
"4382","1"
"4383","6"
"4384","1"
"4385","13"
"4386","0"
"4387","3"
"4388","0"
"4389","0"
"4390","0"
"4391","4"
"4392","4"
"4393","1"
"4394","2"
"4395","4"
"4396","4"
"4397","1"
"4398","0"
"4399","0"
"4400","1"
"4401","0"
"4402","4"
"4403","1"
"4404","12"
"4405","12"
"4406","0"
"4407","1"
"4408","3"
"4409","6"
"4410","3"
"4411","11"
"4412","2"
"4413","2"
"4414","0"
"4415","3"
"4416","5"
"4417","0"
"4418","0"
"4419","0"
"4420","0"
"4421","2"
"4422","0"
"4423","0"
"4424","0"
"4425","0"
"4426","3"
"4427","4"
"4428","1"
"4429","0"
"4430","0"
"4431","5"
"4432","1"
"4433","0"
"4434","4"
"4435","1"
"4436","2"
"4437","0"
"4438","1"
"4439","13"
"4440","1"
"4441","0"
"4442","3"
"4443","0"
"4444","4"
"4445","3"
"4446","1"
"4447","4"
"4448","8"
"4449","0"
"4450","1"
"4451","3"
"4452","1"
"4453","3"
"4454","2"
"4455","1"
"4456","0"
"4457","0"
"4458","2"
"4459","0"
"4460","10"
"4461","8"
"4462","0"
"4463","3"
"4464","4"
"4465","0"
"4466","0"
"4467","2"
"4468","2"
"4469","0"
"4470","0"
"4471","2"
"4472","5"
"4473","3"
"4474","0"
"4475","1"
"4476","1"
"4477","2"
"4478","0"
"4479","1"
"4480","2"
"4481","10"
"4482","4"
"4483","0"
"4484","1"
"4485","1"
"4486","1"
"4487","0"
"4488","6"
"4489","2"
"4490","0"
"4491","0"
"4492","3"
"4493","4"
"4494","3"
"4495","6"
"4496","5"
"4497","6"
"4498","0"
"4499","2"
"4500","0"
"4501","2"
"4502","3"
"4503","2"
"4504","6"
"4505","0"
"4506","1"
"4507","0"
"4508","0"
"4509","8"
"4510","0"
"4511","10"
"4512","4"
"4513","4"
"4514","1"
"4515","1"
"4516","3"
"4517","0"
"4518","2"
"4519","9"
"4520","2"
"4521","4"
"4522","6"
"4523","1"
"4524","3"
"4525","0"
"4526","0"
"4527","0"
"4528","9"
"4529","6"
"4530","0"
"4531","4"
"4532","1"
"4533","2"
"4534","1"
"4535","7"
"4536","1"
"4537","0"
"4538","0"
"4539","3"
"4540","2"
"4541","0"
"4542","13"
"4543","0"
"4544","1"
"4545","12"
"4546","3"
"4547","3"
"4548","1"
"4549","3"
"4550","3"
"4551","1"
"4552","5"
"4553","0"
"4554","5"
"4555","0"
"4556","2"
"4557","0"
"4558","5"
"4559","1"
"4560","3"
"4561","3"
"4562","1"
"4563","1"
"4564","0"
"4565","3"
"4566","3"
"4567","0"
"4568","1"
"4569","2"
"4570","3"
"4571","0"
"4572","0"
"4573","0"
"4574","0"
"4575","3"
"4576","1"
"4577","1"
"4578","2"
"4579","3"
"4580","3"
"4581","0"
"4582","1"
"4583","4"
"4584","3"
"4585","3"
"4586","0"
"4587","5"
"4588","8"
"4589","3"
"4590","9"
"4591","3"
"4592","0"
"4593","0"
"4594","0"
"4595","0"
"4596","1"
"4597","11"
"4598","2"
"4599","0"
"4600","0"
"4601","2"
"4602","0"
"4603","3"
"4604","3"
"4605","1"
"4606","5"
"4607","0"
"4608","3"
"4609","3"
"4610","3"
"4611","3"
"4612","1"
"4613","0"
"4614","9"
"4615","0"
"4616","6"
"4617","3"
"4618","3"
"4619","1"
"4620","2"
"4621","1"
"4622","4"
"4623","2"
"4624","1"
"4625","0"
"4626","7"
"4627","0"
"4628","4"
"4629","1"
"4630","0"
"4631","2"
"4632","0"
"4633","2"
"4634","6"
"4635","5"
"4636","1"
"4637","11"
"4638","0"
"4639","1"
"4640","4"
"4641","3"
"4642","2"
"4643","3"
"4644","1"
"4645","1"
"4646","2"
"4647","2"
"4648","0"
"4649","2"
"4650","0"
"4651","0"
"4652","4"
"4653","9"
"4654","0"
"4655","1"
"4656","3"
"4657","2"
"4658","5"
"4659","1"
"4660","0"
"4661","7"
"4662","1"
"4663","1"
"4664","0"
"4665","8"
"4666","2"
"4667","1"
"4668","13"
"4669","3"
"4670","1"
"4671","3"
"4672","0"
"4673","0"
"4674","3"
"4675","5"
"4676","2"
"4677","0"
"4678","2"
"4679","5"
"4680","0"
"4681","7"
"4682","3"
"4683","6"
"4684","3"
"4685","5"
"4686","1"
"4687","0"
"4688","4"
"4689","0"
"4690","1"
"4691","1"
"4692","3"
"4693","13"
"4694","2"
"4695","9"
"4696","9"
"4697","1"
"4698","2"
"4699","1"
"4700","10"
"4701","0"
"4702","3"
"4703","6"
"4704","3"
"4705","0"
"4706","0"
"4707","1"
"4708","0"
"4709","6"
"4710","9"
"4711","6"
"4712","0"
"4713","3"
"4714","0"
"4715","4"
"4716","4"
"4717","0"
"4718","0"
"4719","3"
"4720","1"
"4721","0"
"4722","1"
"4723","1"
"4724","0"
"4725","1"
"4726","0"
"4727","0"
"4728","7"
"4729","0"
"4730","0"
"4731","1"
"4732","5"
"4733","0"
"4734","2"
"4735","1"
"4736","0"
"4737","1"
"4738","3"
"4739","0"
"4740","0"
"4741","10"
"4742","1"
"4743","1"
"4744","0"
"4745","4"
"4746","2"
"4747","2"
"4748","2"
"4749","4"
"4750","10"
"4751","4"
"4752","0"
"4753","5"
"4754","9"
"4755","3"
"4756","4"
"4757","5"
"4758","2"
"4759","11"
"4760","1"
"4761","2"
"4762","0"
"4763","0"
"4764","0"
"4765","2"
"4766","0"
"4767","2"
"4768","1"
"4769","3"
"4770","0"
"4771","10"
"4772","3"
"4773","6"
"4774","0"
"4775","3"
"4776","1"
"4777","5"
"4778","1"
"4779","3"
"4780","3"
"4781","3"
"4782","0"
"4783","3"
"4784","2"
"4785","8"
"4786","2"
"4787","0"
"4788","3"
"4789","5"
"4790","7"
"4791","0"
"4792","5"
"4793","0"
"4794","2"
"4795","5"
"4796","11"
"4797","2"
"4798","0"
"4799","0"
"4800","3"
"4801","2"
"4802","2"
"4803","3"
"4804","2"
"4805","1"
"4806","5"
"4807","2"
"4808","3"
"4809","2"
"4810","5"
"4811","4"
"4812","5"
"4813","4"
"4814","5"
"4815","4"
"4816","13"
"4817","3"
"4818","0"
"4819","5"
"4820","0"
"4821","13"
"4822","5"
"4823","0"
"4824","1"
"4825","5"
"4826","0"
"4827","0"
"4828","0"
"4829","0"
"4830","0"
"4831","0"
"4832","0"
"4833","0"
"4834","11"
"4835","2"
"4836","0"
"4837","1"
"4838","5"
"4839","1"
"4840","6"
"4841","0"
"4842","1"
"4843","11"
"4844","3"
"4845","2"
"4846","0"
"4847","5"
"4848","5"
"4849","2"
"4850","0"
"4851","0"
"4852","1"
"4853","0"
"4854","5"
"4855","2"
"4856","2"
"4857","6"
"4858","0"
"4859","4"
"4860","4"
"4861","0"
"4862","6"
"4863","4"
"4864","6"
"4865","1"
"4866","3"
"4867","0"
"4868","4"
"4869","6"
"4870","13"
"4871","2"
"4872","7"
"4873","0"
"4874","2"
"4875","2"
"4876","0"
"4877","4"
"4878","0"
"4879","0"
"4880","2"
"4881","0"
"4882","0"
"4883","0"
"4884","1"
"4885","0"
"4886","3"
"4887","3"
"4888","1"
"4889","1"
"4890","0"
"4891","3"
"4892","1"
"4893","1"
"4894","0"
"4895","4"
"4896","4"
"4897","1"
"4898","0"
"4899","6"
"4900","0"
"4901","1"
"4902","0"
"4903","2"
"4904","0"
"4905","1"
"4906","0"
"4907","0"
"4908","7"
"4909","0"
"4910","5"
"4911","1"
"4912","3"
"4913","7"
"4914","8"
"4915","1"
"4916","1"
"4917","0"
"4918","1"
"4919","4"
"4920","2"
"4921","0"
"4922","2"
"4923","1"
"4924","0"
"4925","0"
"4926","0"
"4927","1"
"4928","3"
"4929","1"
"4930","1"
"4931","0"
"4932","5"
"4933","0"
"4934","3"
"4935","0"
"4936","0"
"4937","10"
"4938","0"
"4939","7"
"4940","7"
"4941","0"
"4942","0"
"4943","0"
"4944","4"
"4945","0"
"4946","1"
"4947","0"
"4948","3"
"4949","6"
"4950","1"
"4951","3"
"4952","1"
"4953","7"
"4954","0"
"4955","1"
"4956","1"
"4957","4"
"4958","1"
"4959","1"
"4960","6"
"4961","3"
"4962","1"
"4963","0"
"4964","2"
"4965","6"
"4966","1"
"4967","2"
"4968","4"
"4969","1"
"4970","2"
"4971","0"
"4972","3"
"4973","2"
"4974","0"
"4975","2"
"4976","2"
"4977","10"
"4978","1"
"4979","0"
"4980","10"
"4981","4"
"4982","0"
"4983","4"
"4984","0"
"4985","1"
"4986","0"
"4987","1"
"4988","0"
"4989","0"
"4990","1"
"4991","2"
"4992","1"
"4993","3"
"4994","9"
"4995","0"
"4996","12"
"4997","6"
"4998","9"
"4999","0"
"5000","2"
"5001","1"
"5002","0"
"5003","0"
"5004","0"
"5005","0"
"5006","4"
"5007","10"
"5008","9"
"5009","6"
"5010","0"
"5011","8"
"5012","3"
"5013","4"
"5014","6"
"5015","0"
"5016","1"
"5017","0"
"5018","0"
"5019","0"
"5020","0"
"5021","0"
"5022","1"
"5023","1"
"5024","10"
"5025","2"
"5026","3"
"5027","2"
"5028","0"
"5029","1"
"5030","4"
"5031","0"
"5032","3"
"5033","0"
"5034","4"
"5035","4"
"5036","0"
"5037","5"
"5038","3"
"5039","0"
"5040","1"
"5041","0"
"5042","9"
"5043","0"
"5044","9"
"5045","0"
"5046","0"
"5047","7"
"5048","3"
"5049","0"
"5050","3"
"5051","1"
"5052","2"
"5053","2"
"5054","1"
"5055","0"
"5056","0"
"5057","0"
"5058","1"
"5059","1"
"5060","3"
"5061","0"
"5062","0"
"5063","9"
"5064","2"
"5065","3"
"5066","11"
"5067","9"
"5068","2"
"5069","13"
"5070","1"
"5071","0"
"5072","9"
"5073","0"
"5074","0"
"5075","1"
"5076","0"
"5077","2"
"5078","0"
"5079","0"
"5080","2"
"5081","3"
"5082","0"
"5083","1"
"5084","2"
"5085","1"
"5086","1"
"5087","1"
"5088","0"
"5089","1"
"5090","3"
"5091","6"
"5092","2"
"5093","0"
"5094","0"
"5095","0"
"5096","0"
"5097","1"
"5098","0"
"5099","2"
"5100","5"
"5101","3"
"5102","4"
"5103","0"
"5104","4"
"5105","0"
"5106","3"
"5107","1"
"5108","3"
"5109","0"
"5110","1"
"5111","0"
"5112","0"
"5113","3"
"5114","2"
"5115","0"
"5116","2"
"5117","0"
"5118","1"
"5119","0"
"5120","0"
"5121","3"
"5122","2"
"5123","3"
"5124","1"
"5125","11"
"5126","7"
"5127","3"
"5128","2"
"5129","4"
"5130","0"
"5131","0"
"5132","2"
"5133","0"
"5134","1"
"5135","0"
"5136","0"
"5137","6"
"5138","1"
"5139","2"
"5140","3"
"5141","0"
"5142","0"
"5143","0"
"5144","0"
"5145","1"
"5146","1"
"5147","12"
"5148","0"
"5149","2"
"5150","2"
"5151","1"
"5152","13"
"5153","6"
"5154","0"
"5155","2"
"5156","6"
"5157","3"
"5158","0"
"5159","3"
"5160","0"
"5161","2"
"5162","0"
"5163","7"
"5164","2"
"5165","1"
"5166","0"
"5167","7"
"5168","3"
"5169","0"
"5170","1"
"5171","0"
"5172","2"
"5173","3"
"5174","1"
"5175","1"
"5176","2"
"5177","6"
"5178","1"
"5179","1"
"5180","0"
"5181","1"
"5182","3"
"5183","0"
"5184","0"
"5185","1"
"5186","8"
"5187","1"
"5188","3"
"5189","7"
"5190","4"
"5191","2"
"5192","1"
"5193","6"
"5194","0"
"5195","6"
"5196","4"
"5197","1"
"5198","0"
"5199","3"
"5200","0"
"5201","3"
"5202","2"
"5203","6"
"5204","5"
"5205","1"
"5206","1"
"5207","4"
"5208","1"
"5209","2"
"5210","0"
"5211","3"
"5212","0"
"5213","3"
"5214","1"
"5215","3"
"5216","13"
"5217","1"
"5218","2"
"5219","3"
"5220","0"
"5221","1"
"5222","0"
"5223","1"
"5224","0"
"5225","1"
"5226","0"
"5227","0"
"5228","0"
"5229","0"
"5230","1"
"5231","1"
"5232","6"
"5233","1"
"5234","0"
"5235","2"
"5236","0"
"5237","0"
"5238","0"
"5239","1"
"5240","0"
"5241","13"
"5242","5"
"5243","4"
"5244","2"
"5245","1"
"5246","0"
"5247","0"
"5248","0"
"5249","1"
"5250","0"
"5251","0"
"5252","3"
"5253","2"
"5254","1"
"5255","0"
"5256","2"
"5257","3"
"5258","0"
"5259","6"
"5260","3"
"5261","3"
"5262","7"
"5263","3"
"5264","0"
"5265","1"
"5266","1"
"5267","3"
"5268","3"
"5269","8"
"5270","3"
"5271","1"
"5272","0"
"5273","6"
"5274","2"
"5275","1"
"5276","3"
"5277","4"
"5278","0"
"5279","13"
"5280","2"
"5281","7"
"5282","2"
"5283","5"
"5284","2"
"5285","0"
"5286","3"
"5287","4"
"5288","0"
"5289","2"
"5290","8"
"5291","8"
"5292","8"
"5293","2"
"5294","0"
"5295","6"
"5296","1"
"5297","0"
"5298","1"
"5299","2"
"5300","1"
"5301","3"
"5302","0"
"5303","8"
"5304","1"
"5305","0"
"5306","3"
"5307","0"
"5308","0"
"5309","1"
"5310","6"
"5311","9"
"5312","1"
"5313","2"
"5314","0"
"5315","11"
"5316","4"
"5317","1"
"5318","0"
"5319","11"
"5320","0"
"5321","1"
"5322","1"
"5323","2"
"5324","8"
"5325","1"
"5326","0"
"5327","4"
"5328","8"
"5329","6"
"5330","0"
"5331","0"
"5332","0"
"5333","2"
"5334","0"
"5335","0"
"5336","5"
"5337","9"
"5338","2"
"5339","0"
"5340","3"
"5341","1"
"5342","0"
"5343","9"
"5344","0"
"5345","0"
"5346","3"
"5347","1"
"5348","0"
"5349","0"
"5350","2"
"5351","1"
"5352","12"
"5353","0"
"5354","2"
"5355","4"
"5356","0"
"5357","0"
"5358","6"
"5359","2"
"5360","3"
"5361","0"
"5362","0"
"5363","0"
"5364","3"
"5365","2"
"5366","6"
"5367","1"
"5368","3"
"5369","7"
"5370","2"
"5371","13"
"5372","0"
"5373","2"
"5374","1"
"5375","0"
"5376","1"
"5377","2"
"5378","4"
"5379","2"
"5380","2"
"5381","1"
"5382","11"
"5383","4"
"5384","2"
"5385","13"
"5386","0"
"5387","1"
"5388","1"
"5389","0"
"5390","1"
"5391","4"
"5392","2"
"5393","1"
"5394","3"
"5395","0"
"5396","0"
"5397","2"
"5398","0"
"5399","2"
"5400","0"
"5401","3"
"5402","1"
"5403","0"
"5404","0"
"5405","0"
"5406","1"
"5407","4"
"5408","2"
"5409","2"
"5410","3"
"5411","1"
"5412","0"
"5413","2"
"5414","3"
"5415","12"
"5416","0"
"5417","2"
"5418","0"
"5419","3"
"5420","2"
"5421","5"
"5422","4"
"5423","3"
"5424","2"
"5425","2"
"5426","10"
"5427","8"
"5428","6"
"5429","1"
"5430","0"
"5431","2"
"5432","0"
"5433","2"
"5434","11"
"5435","0"
"5436","11"
"5437","0"
"5438","6"
"5439","1"
"5440","4"
"5441","5"
"5442","5"
"5443","5"
"5444","1"
"5445","3"
"5446","2"
"5447","5"
"5448","1"
"5449","6"
"5450","1"
"5451","1"
"5452","2"
"5453","4"
"5454","2"
"5455","0"
"5456","3"
"5457","0"
"5458","0"
"5459","7"
"5460","7"
"5461","5"
"5462","5"
"5463","1"
"5464","2"
"5465","0"
"5466","5"
"5467","0"
"5468","0"
"5469","6"
"5470","0"
"5471","1"
"5472","2"
"5473","0"
"5474","2"
"5475","2"
"5476","2"
"5477","2"
"5478","3"
"5479","0"
"5480","0"
"5481","2"
"5482","0"
"5483","3"
"5484","4"
"5485","1"
"5486","2"
"5487","0"
"5488","0"
"5489","0"
"5490","12"
"5491","1"
"5492","0"
"5493","1"
"5494","4"
"5495","1"
"5496","4"
"5497","1"
"5498","0"
"5499","11"
"5500","1"
"5501","0"
"5502","1"
"5503","0"
"5504","3"
"5505","0"
"5506","6"
"5507","5"
"5508","0"
"5509","3"
"5510","3"
"5511","1"
"5512","11"
"5513","0"
"5514","0"
"5515","0"
"5516","1"
"5517","0"
"5518","2"
"5519","0"
"5520","1"
"5521","1"
"5522","0"
"5523","0"
"5524","2"
"5525","4"
"5526","1"
"5527","0"
"5528","0"
"5529","4"
"5530","2"
"5531","2"
"5532","0"
"5533","0"
"5534","0"
"5535","6"
"5536","1"
"5537","0"
"5538","1"
"5539","2"
"5540","0"
"5541","4"
"5542","1"
"5543","0"
"5544","4"
"5545","1"
"5546","2"
"5547","4"
"5548","1"
"5549","7"
"5550","2"
"5551","12"
"5552","0"
"5553","0"
"5554","1"
"5555","2"
"5556","1"
"5557","1"
"5558","0"
"5559","12"
"5560","2"
"5561","5"
"5562","1"
"5563","1"
"5564","3"
"5565","0"
"5566","0"
"5567","0"
"5568","1"
"5569","1"
"5570","3"
"5571","4"
"5572","3"
"5573","0"
"5574","0"
"5575","0"
"5576","0"
"5577","2"
"5578","4"
"5579","3"
"5580","0"
"5581","1"
"5582","2"
"5583","3"
"5584","3"
"5585","1"
"5586","0"
"5587","0"
"5588","4"
"5589","3"
"5590","0"
"5591","6"
"5592","12"
"5593","5"
"5594","2"
"5595","1"
"5596","13"
"5597","0"
"5598","2"
"5599","5"
"5600","1"
"5601","2"
"5602","0"
"5603","5"
"5604","0"
"5605","3"
"5606","0"
"5607","0"
"5608","0"
"5609","1"
"5610","2"
"5611","13"
"5612","5"
"5613","1"
"5614","7"
"5615","7"
"5616","7"
"5617","3"
"5618","0"
"5619","3"
"5620","9"
"5621","0"
"5622","0"
"5623","0"
"5624","11"
"5625","8"
"5626","1"
"5627","0"
"5628","0"
"5629","1"
"5630","1"
"5631","1"
"5632","4"
"5633","0"
"5634","3"
"5635","1"
"5636","0"
"5637","1"
"5638","4"
"5639","0"
"5640","0"
"5641","0"
"5642","3"
"5643","0"
"5644","12"
"5645","0"
"5646","3"
"5647","11"
"5648","0"
"5649","1"
"5650","2"
"5651","1"
"5652","13"
"5653","0"
"5654","0"
"5655","2"
"5656","0"
"5657","3"
"5658","1"
"5659","3"
"5660","1"
"5661","1"
"5662","4"
"5663","5"
"5664","3"
"5665","2"
"5666","2"
"5667","2"
"5668","3"
"5669","0"
"5670","0"
"5671","2"
"5672","3"
"5673","2"
"5674","2"
"5675","1"
"5676","4"
"5677","2"
"5678","1"
"5679","3"
"5680","3"
"5681","1"
"5682","1"
"5683","0"
"5684","0"
"5685","2"
"5686","3"
"5687","0"
"5688","3"
"5689","3"
"5690","0"
"5691","11"
"5692","6"
"5693","1"
"5694","2"
"5695","5"
"5696","3"
"5697","5"
"5698","1"
"5699","2"
"5700","0"
"5701","2"
"5702","4"
"5703","2"
"5704","1"
"5705","1"
"5706","0"
"5707","9"
"5708","1"
"5709","2"
"5710","0"
"5711","1"
"5712","1"
"5713","1"
"5714","0"
"5715","0"
"5716","0"
"5717","0"
"5718","0"
"5719","4"
"5720","0"
"5721","1"
"5722","4"
"5723","0"
"5724","1"
"5725","0"
"5726","4"
"5727","2"
"5728","0"
"5729","1"
"5730","0"
"5731","0"
"5732","6"
"5733","0"
"5734","0"
"5735","3"
"5736","10"
"5737","2"
"5738","1"
"5739","0"
"5740","3"
"5741","3"
"5742","0"
"5743","2"
"5744","0"
"5745","2"
"5746","4"
"5747","0"
"5748","0"
"5749","3"
"5750","0"
"5751","0"
"5752","4"
"5753","5"
"5754","3"
"5755","3"
"5756","0"
"5757","3"
"5758","0"
"5759","2"
"5760","3"
"5761","3"
"5762","1"
"5763","3"
"5764","1"
"5765","1"
"5766","12"
"5767","0"
"5768","2"
"5769","4"
"5770","2"
"5771","4"
"5772","1"
"5773","4"
"5774","0"
"5775","8"
"5776","1"
"5777","3"
"5778","0"
"5779","3"
"5780","1"
"5781","0"
"5782","2"
"5783","13"
"5784","1"
"5785","0"
"5786","5"
"5787","4"
"5788","4"
"5789","3"
"5790","10"
"5791","1"
"5792","3"
"5793","1"
"5794","1"
"5795","1"
"5796","1"
"5797","12"
"5798","0"
"5799","8"
"5800","0"
"5801","4"
"5802","1"
"5803","1"
"5804","3"
"5805","1"
"5806","10"
"5807","4"
"5808","10"
"5809","0"
"5810","10"
"5811","11"
"5812","7"
"5813","2"
"5814","0"
"5815","0"
"5816","3"
"5817","8"
"5818","2"
"5819","0"
"5820","0"
"5821","2"
"5822","0"
"5823","2"
"5824","0"
"5825","7"
"5826","1"
"5827","0"
"5828","2"
"5829","3"
"5830","0"
"5831","13"
"5832","1"
"5833","1"
"5834","3"
"5835","1"
"5836","9"
"5837","1"
"5838","0"
"5839","1"
"5840","13"
"5841","2"
"5842","2"
"5843","1"
"5844","1"
"5845","2"
"5846","1"
"5847","4"
"5848","2"
"5849","0"
"5850","1"
"5851","0"
"5852","0"
"5853","0"
"5854","0"
"5855","3"
"5856","0"
"5857","6"
"5858","6"
"5859","1"
"5860","0"
"5861","2"
"5862","0"
"5863","2"
"5864","1"
"5865","0"
"5866","12"
"5867","3"
"5868","1"
"5869","0"
"5870","0"
"5871","5"
"5872","1"
"5873","1"
"5874","2"
"5875","1"
"5876","1"
"5877","1"
"5878","0"
"5879","1"
"5880","0"
"5881","1"
"5882","3"
"5883","0"
"5884","0"
"5885","2"
"5886","0"
"5887","11"
"5888","1"
"5889","0"
"5890","0"
"5891","2"
"5892","0"
"5893","0"
"5894","2"
"5895","0"
"5896","0"
"5897","0"
"5898","4"
"5899","3"
"5900","1"
"5901","0"
"5902","12"
"5903","1"
"5904","7"
"5905","2"
"5906","2"
"5907","3"
"5908","9"
"5909","2"
"5910","1"
"5911","7"
"5912","1"
"5913","0"
"5914","0"
"5915","0"
"5916","0"
"5917","11"
"5918","2"
"5919","0"
"5920","4"
"5921","3"
"5922","1"
"5923","3"
"5924","6"
"5925","8"
"5926","0"
"5927","8"
"5928","1"
"5929","0"
"5930","0"
"5931","2"
"5932","2"
"5933","1"
"5934","1"
"5935","1"
"5936","0"
"5937","2"
"5938","1"
"5939","1"
"5940","0"
"5941","3"
"5942","1"
"5943","4"
"5944","10"
"5945","0"
"5946","3"
"5947","0"
"5948","1"
"5949","2"
"5950","0"
"5951","0"
"5952","2"
"5953","1"
"5954","0"
"5955","9"
"5956","0"
"5957","2"
"5958","0"
"5959","4"
"5960","2"
"5961","2"
"5962","1"
"5963","3"
"5964","1"
"5965","12"
"5966","8"
"5967","0"
"5968","0"
"5969","0"
"5970","1"
"5971","0"
"5972","0"
"5973","13"
"5974","10"
"5975","7"
"5976","10"
"5977","4"
"5978","1"
"5979","0"
"5980","6"
"5981","0"
"5982","2"
"5983","8"
"5984","3"
"5985","1"
"5986","5"
"5987","3"
"5988","2"
"5989","1"
"5990","2"
"5991","0"
"5992","2"
"5993","13"
"5994","6"
"5995","5"
"5996","3"
"5997","0"
"5998","2"
"5999","1"
"6000","0"
"6001","10"
"6002","0"
"6003","2"
"6004","1"
"6005","11"
"6006","0"
"6007","2"
"6008","1"
"6009","3"
"6010","5"
"6011","0"
"6012","1"
"6013","6"
"6014","7"
"6015","1"
"6016","1"
"6017","0"
"6018","0"
"6019","1"
"6020","2"
"6021","1"
"6022","3"
"6023","11"
"6024","1"
"6025","1"
"6026","5"
"6027","0"
"6028","1"
"6029","7"
"6030","1"
"6031","0"
"6032","10"
"6033","3"
"6034","0"
"6035","0"
"6036","10"
"6037","5"
"6038","3"
"6039","3"
"6040","0"
"6041","8"
"6042","3"
"6043","0"
"6044","6"
"6045","1"
"6046","3"
"6047","0"
"6048","2"
"6049","0"
"6050","2"
"6051","0"
"6052","0"
"6053","0"
"6054","4"
"6055","3"
"6056","4"
"6057","3"
"6058","0"
"6059","3"
"6060","2"
"6061","2"
"6062","3"
"6063","2"
"6064","4"
"6065","0"
"6066","3"
"6067","9"
"6068","1"
"6069","0"
"6070","2"
"6071","0"
"6072","1"
"6073","0"
"6074","3"
"6075","3"
"6076","3"
"6077","1"
"6078","3"
"6079","3"
"6080","8"
"6081","0"
"6082","9"
"6083","0"
"6084","0"
"6085","0"
"6086","2"
"6087","0"
"6088","6"
"6089","10"
"6090","2"
"6091","0"
"6092","3"
"6093","8"
"6094","3"
"6095","9"
"6096","2"
"6097","2"
"6098","2"
"6099","0"
"6100","0"
"6101","4"
"6102","1"
"6103","1"
"6104","7"
"6105","1"
"6106","2"
"6107","2"
"6108","1"
"6109","2"
"6110","3"
"6111","5"
"6112","3"
"6113","1"
"6114","3"
"6115","3"
"6116","1"
"6117","2"
"6118","0"
"6119","3"
"6120","1"
"6121","10"
"6122","2"
"6123","2"
"6124","2"
"6125","8"
"6126","5"
"6127","2"
"6128","10"
"6129","11"
"6130","0"
"6131","7"
"6132","2"
"6133","4"
"6134","0"
"6135","2"
"6136","12"
"6137","0"
